"imageptpair","filenameleft","frameleft","filenameright","frameright","sample","periodtime","length","precision","rms","range","direction","horzdir","vertdir","midx","midy","midz","family","genus","species","code","number","stage","activity","attribute9","attribute10","campaignid","x","y","z","sx","sy","sz","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length"
"224","20210513_TOP_2_0006_0001.mp4","38574","20210513_BOTTOM_2_0006_0001.mp4","36577","npz6.43","1.47064",62.91774,"1.04521","0.76914","841.33932","2.68246","52.53616","55.97880","-31.26767","23.93196","-840.41742","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1064","113.4111","20210513","12:45:00","NPZ6","Fished","out6.6","56.2","Claude","Y","Y"
"225","20210513_TOP_2_0006_0001.mp4","38575","20210513_BOTTOM_2_0006_0001.mp4","36578","npz6.43","1.47091",88.07274,"2.25137","14.63444","1143.56965","17.45006","83.17371","54.61685","28.40475","-341.74879","-1090.94110","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1064","113.4111","20210513","12:45:00","NPZ6","Fished","out6.6","56.2","Claude","Y","Y"
"226","20210513_TOP_2_0006_0001.mp4","38582","20210513_BOTTOM_2_0006_0001.mp4","36585","npz6.43","1.47286",59.02576,"0.91989","2.88415","878.12797","18.99904","24.27366","76.12844","-26.19558","-284.67386","-830.29110","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1064","113.4111","20210513","12:45:00","NPZ6","Fished","out6.6","56.2","Claude","Y","Y"
"227","20210513_TOP_2_0006_0001.mp4","38624","20210513_BOTTOM_2_0006_0001.mp4","36627","npz6.43","1.48454",58.62362,"3.35484","1.36488","1413.70185","15.93844","76.25218","53.08762","112.71807","371.48446","-1359.35531","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1064","113.4111","20210513","12:45:00","NPZ6","Fished","out6.6","56.2","Claude","Y","Y"
"228","20210513_TOP_2_0006_0001.mp4","38649","20210513_BOTTOM_2_0006_0001.mp4","36652","npz6.43","1.49149",70.56395,"2.94931","0.79387","1252.17969","3.04807","82.99853","48.31577","-29.21985","-59.82910","-1250.40820","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1064","113.4111","20210513","12:45:00","NPZ6","Fished","out6.6","56.2","Claude","Y","Y"
"229","20210513_TOP_2_0006_0001.mp4","38654","20210513_BOTTOM_2_0006_0001.mp4","36657","npz6.43","1.49288",80.49822,"2.43226","2.61564","1340.21707","15.16657","77.69678","63.76458","-115.95544","330.90759","-1293.53635","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1064","113.4111","20210513","12:45:00","NPZ6","Fished","out6.6","56.2","Claude","Y","Y"
"230","20210513_TOP_2_0006_0001.mp4","38711","20210513_BOTTOM_2_0006_0001.mp4","36714","npz6.43","1.50873",61.72508,"1.93216","14.99723","1694.07539","11.71255","35.99531","76.14599","-195.61259","282.84823","-1658.80199","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1064","113.4111","20210513","12:45:00","NPZ6","Fished","out6.6","56.2","Claude","Y","Y"
"231","20210513_TOP_2_0006_0001.mp4","38711","20210513_BOTTOM_2_0006_0001.mp4","36714","npz6.43","1.50873",58.95043,"1.03224","6.62737","1388.75113","10.29084","7.02311","68.99463","-222.39589","109.95633","-1366.41113","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1064","113.4111","20210513","12:45:00","NPZ6","Fished","out6.6","56.2","Claude","Y","Y"
"232","20210513_TOP_2_0006_0001.mp4","38711","20210513_BOTTOM_2_0006_0001.mp4","36714","npz6.43","1.50873",78.43865,"4.01420","12.07457","1665.90235","15.49491","49.84276","48.11359","-324.02469","305.08682","-1605.35375","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1064","113.4111","20210513","12:45:00","NPZ6","Fished","out6.6","56.2","Claude","Y","Y"
"233","20210513_TOP_2_0006_0001.mp4","38721","20210513_BOTTOM_2_0006_0001.mp4","36724","npz6.43","1.51151",49.80026,"2.19739","5.55044","1430.82058","27.01645","11.75886","60.01224","-228.60703","608.41361","-1274.68398","Pomacentridae","Chromis","spp",NA,1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1064","113.4111","20210513","12:45:00","NPZ6","Fished","out6.6","56.2","Claude","Y","Y"
"234","20210513_TOP_2_0006_0001.mp4","42968","20210513_BOTTOM_2_0006_0001.mp4","40971","npz6.43","2.69241",97.77514,"1.66133","2.66320","1180.64684","27.02037","19.45563","71.17611","291.58866","-450.19528","-1051.77337","Labridae","Suezichthys","cyanolaemus","37384161",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1064","113.4111","20210513","12:45:00","NPZ6","Fished","out6.6","56.2","Claude","Y","Y"
"235","20210513_TOP_2_0006_0001.mp4","43602","20210513_BOTTOM_2_0006_0001.mp4","41605","npz6.43","2.86870",83.87743,"1.12619","7.06349","1153.40463","12.66386","53.33377","76.73461","214.56109","-133.80084","-1125.34578","Labridae","Suezichthys","cyanolaemus","37384161",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1064","113.4111","20210513","12:45:00","NPZ6","Fished","out6.6","56.2","Claude","Y","Y"
"236","20210513_TOP_2_0006_0001.mp4","43602","20210513_BOTTOM_2_0006_0001.mp4","41605","npz6.43","2.86870",48.77056,"1.02426","0.56128","1084.30377","17.91653","13.71067","56.38144","299.75196","-146.33804","-1031.72119","Labridae","Suezichthys","cyanolaemus","37384161",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.1064","113.4111","20210513","12:45:00","NPZ6","Fished","out6.6","56.2","Claude","Y","Y"
"242","20210513_TOP_2_0008_0001.mp4","40790","20210513_BOTTOM_2_0008_0001.mp4","38793","npz6.2","0.21188",162.2707,"4.96802","0.20894","1870.89836","15.28297","79.54240","61.16979","198.99687","-451.21012","-1804.73553","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"244","20210513_TOP_2_0008_0001.mp4","40855","20210513_BOTTOM_2_0008_0001.mp4","38858","npz6.2","0.22995",146.67134,"3.25388","2.93166","1538.53188","28.14610","44.52332","56.87058","470.41092","-552.66533","-1356.59683","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"245","20210513_TOP_2_0008_0001.mp4","40865","20210513_BOTTOM_2_0008_0001.mp4","38868","npz6.2","0.23273",174.319,"8.24995","1.73722","2020.21120","7.18191","72.06413","39.53201","228.05861","108.53227","-2004.36107","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"247","20210513_TOP_2_0008_0001.mp4","40886","20210513_BOTTOM_2_0008_0001.mp4","38889","npz6.2","0.23857",152.27393,"5.06164","1.49088","2254.56439","16.24106","30.32553","51.98582","466.62939","424.09467","-2164.59264","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"248","20210513_TOP_2_0008_0001.mp4","40893","20210513_BOTTOM_2_0008_0001.mp4","38896","npz6.2","0.24052",151.39652,"3.99287","1.19039","1694.39155","18.26338","27.33577","24.02387","527.97277","-56.59890","-1609.03823","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"249","20210513_TOP_2_0008_0001.mp4","40893","20210513_BOTTOM_2_0008_0001.mp4","38896","npz6.2","0.24052",147.72773,"2.08018","2.16299","1814.89160","17.29451","2.47670","50.82008","539.38210","12.93125","-1732.83908","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"251","20210513_TOP_2_0008_0001.mp4","40903","20210513_BOTTOM_2_0008_0001.mp4","38906","npz6.2","0.24330",150.94596,"2.98063","1.55432","1877.81790","22.34355","41.41603","68.51554","691.49891","-177.31228","-1736.83323","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"252","20210513_TOP_2_0008_0001.mp4","40917","20210513_BOTTOM_2_0008_0001.mp4","38920","npz6.2","0.24719",199.26652,"8.05981","13.16383","2002.45088","29.10059","66.96012","25.11636","354.52168","-907.06002","-1749.67598","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"253","20210513_TOP_2_0008_0001.mp4","40918","20210513_BOTTOM_2_0008_0001.mp4","38921","npz6.2","0.24747",148.3502,"4.90391","6.27556","1903.03525","24.27615","47.54586","58.70841","-4.40727","-782.39174","-1734.75846","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"254","20210513_TOP_2_0008_0001.mp4","40919","20210513_BOTTOM_2_0008_0001.mp4","38922","npz6.2","0.24775",144.67254,"3.65686","14.13931","1598.05737","33.96707","45.11531","76.29133","376.59170","-809.55492","-1325.36293","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"255","20210513_TOP_2_0008_0001.mp4","40920","20210513_BOTTOM_2_0008_0001.mp4","38923","npz6.2","0.24803",186.74261,"1.70394","5.04557","1297.79977","19.39596","16.98090","79.01540","186.76895","-388.42217","-1224.14453","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"256","20210513_TOP_2_0008_0001.mp4","40922","20210513_BOTTOM_2_0008_0001.mp4","38925","npz6.2","0.24858",168.76731,"5.36188","6.97045","2286.21908","23.15270","20.89115","80.21560","396.08153","-806.93568","-2102.08752","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"257","20210513_TOP_2_0008_0001.mp4","40928","20210513_BOTTOM_2_0008_0001.mp4","38931","npz6.2","0.25025",156.15547,"3.52835","5.38285","1510.50341","26.30323","86.48735","59.66047","489.66725","-456.33092","-1354.10806","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"260","20210513_TOP_2_0008_0001.mp4","40934","20210513_BOTTOM_2_0008_0001.mp4","38937","npz6.2","0.25192",150.50731,"2.87183","6.95606","1814.18514","11.63529","44.16370","71.52444","106.68766","-349.98744","-1776.90581","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"262","20210513_TOP_2_0008_0001.mp4","40939","20210513_BOTTOM_2_0008_0001.mp4","38942","npz6.2","0.25331",160.85824,"6.87183","7.38857","2059.32896","31.25723","86.80848","59.52841","226.08343","-1044.35581","-1760.40990","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"268","20210513_TOP_2_0008_0001.mp4","40954","20210513_BOTTOM_2_0008_0001.mp4","38957","npz6.2","0.25748",158.6049,"3.39227","2.81364","1816.52844","8.75081","46.66671","62.15691","132.95695","242.27723","-1795.38290","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"269","20210513_TOP_2_0008_0001.mp4","40955","20210513_BOTTOM_2_0008_0001.mp4","38958","npz6.2","0.25776",149.47331,"2.59247","2.02781","1653.95648","20.89851","19.13646","55.48328","249.21954","534.76766","-1545.14893","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"272","20210513_TOP_2_0008_0001.mp4","40973","20210513_BOTTOM_2_0008_0001.mp4","38976","npz6.2","0.26276",149.48741,"6.36197","11.98417","2259.77441","27.78095","27.01698","74.87596","-115.48576","-1046.91352","-1999.30375","Scorpididae","Neatypus","obliquus","37361002",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"276","20210513_TOP_2_0008_0001.mp4","49976","20210513_BOTTOM_2_0008_0001.mp4","47979","npz6.2","2.76610",184.95342,"8.83775","7.93533","2758.18352","20.51465","37.13148","52.11024","-567.04738","-782.79411","-2583.26672","Pomacanthidae","Apolemichthys","trimaculatus","37365016",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-28.0862","113.3863","20210513","13:26:50","NPZ6","No-take","npz6.2","92","Claude","Y","Y"
"4","20210514_TOP_1_0004_0001.mp4","23164","20210514_BOTTOM_1_0004_0001.mp4","20942","npz9.19","0.47214",431.01716,"7.06173","7.37144","2518.18937","21.33372","39.93076","68.80919","120.58830","-908.14475","-2345.63622","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1465","113.2129","20210514","10:15:01","NPZ9","No-take","npz9.19","87","Claude","Y","Y"
"7","20210514_TOP_1_0005_0001.mp4","61720","20210514_BOTTOM_1_0005_0001.mp4","59498","npz9.47","2.84479",501.50575,"1.60701","14.38156","1521.56942","15.35409","3.00158","65.57356","389.12994","-104.38158","-1467.26136","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1397","113.1916","20210514","10:43:23","NPZ9","No-take","npz9.47","83.2","Claude","Y","Y"
"8","20210514_TOP_1_0006_0001.mp4","34739","20210514_BOTTOM_1_0006_0001.mp4","32517","npz9.49","1.04549",312.86448,"5.74459","4.99052","3166.94774","6.08146","89.65236","80.88534","82.36797","-325.24590","-3149.12505","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1297","113.1883","20210514","10:57:37","NPZ9","No-take","npz9.49","81.5","Claude","Y","Y"
"9","20210514_TOP_1_0006_0001.mp4","34768","20210514_BOTTOM_1_0006_0001.mp4","32546","npz9.49","1.05355",468.27128,"5.10726","7.48402","2018.68276","32.11543","71.95329","73.20802","821.14167","-690.98010","-1709.78154","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1297","113.1883","20210514","10:57:37","NPZ9","No-take","npz9.49","81.5","Claude","Y","Y"
"10","20210514_TOP_1_0006_0001.mp4","34960","20210514_BOTTOM_1_0006_0001.mp4","32738","npz9.49","1.10694",507.01331,"16.48706","5.95787","3035.64761","30.15717","67.78796","42.19719","691.63764","-1359.17363","-2624.77443","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1297","113.1883","20210514","10:57:37","NPZ9","No-take","npz9.49","81.5","Claude","Y","Y"
"14","20210514_TOP_1_0007_0001.mp4","12242","20210514_BOTTOM_1_0007_0001.mp4","10020","npz9.45","2.98020",202.15284,"2.55530","2.17554","2293.29777","7.99292","5.56278","67.56574","-70.97315","-310.88630","-2271.01897","Labridae","Coris","auricularis","37384088",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1341","113.1821","20210514","11:09:30","NPZ9","No-take","npz9.45","82.5","Claude","Y","Y"
"15","20210514_TOP_1_0007_0001.mp4","46482","20210514_BOTTOM_1_0007_0001.mp4","44260","npz9.43","0.95595",559.45969,"6.91745","8.81021","2783.86724","14.85492","76.62161","77.48983","375.61570","-606.86914","-2690.82506","Lethrinidae","Lethrinus","miniatus","37351009",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1363","113.1779","20210514","11:20:59","NPZ9","No-take","npz9.43","82.7","Claude","Y","Y"
"17","20210514_TOP_1_0007_0001.mp4","46949","20210514_BOTTOM_1_0007_0001.mp4","44727","npz9.43","1.08581",433.35301,"4.37079","11.46574","3613.68294","9.69615","19.93582","83.76928","-514.15995","325.67961","-3562.06074","Monacanthidae","Eubalichthys","caeruleoguttatus","37465018",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1363","113.1779","20210514","11:20:59","NPZ9","No-take","npz9.43","82.7","Claude","Y","Y"
"20","20210514_TOP_1_0007_0001.mp4","47557","20210514_BOTTOM_1_0007_0001.mp4","45335","npz9.43","1.25486",235.73094,"2.40001","6.53605","1858.21462","11.03582","14.60881","60.54974","62.18214","-350.22698","-1823.85198","Pomacanthidae","Chaetodontoplus","personifer","37365008",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1363","113.1779","20210514","11:20:59","NPZ9","No-take","npz9.43","82.7","Claude","Y","Y"
"24","20210514_TOP_1_0007_0001.mp4","49479","20210514_BOTTOM_1_0007_0001.mp4","47257","npz9.43","1.78929",191.00397,"4.50345","5.82373","1830.81485","25.88163","82.83445","71.57120","292.22902","-743.83011","-1647.18001","Serranidae","Caprodon","schlegelii","37311096",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1363","113.1779","20210514","11:20:59","NPZ9","No-take","npz9.43","82.7","Claude","Y","Y"
"26","20210514_TOP_1_0007_0001.mp4","49503","20210514_BOTTOM_1_0007_0001.mp4","47281","npz9.43","1.79596",213.7661,"11.54542","9.39208","3522.07646","15.69285","33.29037","59.79062","-261.42746","916.07986","-3390.79283","Serranidae","Caprodon","schlegelii","37311096",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1363","113.1779","20210514","11:20:59","NPZ9","No-take","npz9.43","82.7","Claude","Y","Y"
"27","20210514_TOP_1_0007_0001.mp4","49520","20210514_BOTTOM_1_0007_0001.mp4","47298","npz9.43","1.80069",207.76956,"2.49888","5.14810","1600.12591","18.74987","23.40184","76.96313","156.57795","-489.92765","-1515.20862","Serranidae","Caprodon","schlegelii","37311096",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1363","113.1779","20210514","11:20:59","NPZ9","No-take","npz9.43","82.7","Claude","Y","Y"
"28","20210514_TOP_1_0007_0001.mp4","49523","20210514_BOTTOM_1_0007_0001.mp4","47301","npz9.43","1.80152",215.64023,"3.73705","4.22500","1591.38615","23.27578","73.97770","63.17282","-14.06386","-628.69054","-1461.86877","Serranidae","Caprodon","schlegelii","37311096",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1363","113.1779","20210514","11:20:59","NPZ9","No-take","npz9.43","82.7","Claude","Y","Y"
"29","20210514_TOP_1_0007_0001.mp4","49585","20210514_BOTTOM_1_0007_0001.mp4","47363","npz9.43","1.81876",192.02367,"5.27774","6.84031","2243.12645","22.38012","17.66959","71.25953","112.82018","-846.58491","-2074.17016","Serranidae","Caprodon","schlegelii","37311096",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1363","113.1779","20210514","11:20:59","NPZ9","No-take","npz9.43","82.7","Claude","Y","Y"
"30","20210514_TOP_1_0007_0001.mp4","49595","20210514_BOTTOM_1_0007_0001.mp4","47373","npz9.43","1.82154",189.53172,"13.15907","12.92649","3111.51284","18.65204","82.29308","63.89461","53.72684","-993.67289","-2948.09086","Serranidae","Caprodon","schlegelii","37311096",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1363","113.1779","20210514","11:20:59","NPZ9","No-take","npz9.43","82.7","Claude","Y","Y"
"31","20210514_TOP_1_0007_0001.mp4","49603","20210514_BOTTOM_1_0007_0001.mp4","47381","npz9.43","1.82377",104.56112,"7.26042","5.13031","2526.26149","18.26344","43.49065","60.70624","249.69707","-751.28863","-2399.00268","Chaetodontidae","Chaetodon","assarius","37365012",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1363","113.1779","20210514","11:20:59","NPZ9","No-take","npz9.43","82.7","Claude","Y","Y"
"32","20210514_TOP_1_0007_0001.mp4","49622","20210514_BOTTOM_1_0007_0001.mp4","47400","npz9.43","1.82905",129.18342,"4.24935","3.56539","2010.78534","21.94629","42.01266","73.25876","353.19161","-663.33723","-1865.07294","Chaetodontidae","Chaetodon","assarius","37365012",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1363","113.1779","20210514","11:20:59","NPZ9","No-take","npz9.43","82.7","Claude","Y","Y"
"33","20210514_TOP_1_0007_0001.mp4","49635","20210514_BOTTOM_1_0007_0001.mp4","47413","npz9.43","1.83266",181.79077,"5.13389","5.68459","1739.22603","25.40313","76.71270","52.86193","242.08273","-705.73540","-1571.06355","Serranidae","Caprodon","schlegelii","37311096",1,"AD","Passing",NA,NA,"2021-05_Abrolhos_BOSS",NA,NA,NA,NA,NA,NA,"-27.1363","113.1779","20210514","11:20:59","NPZ9","No-take","npz9.43","82.7","Claude","Y","Y"
